sample_id,problem,set_type,FAD_m3_h,FRP_m3_h,FVU_m3_h,TRP_s,TED_s,TPR_s,recovery,purity,productivity_mol_h_kg,energy_kJ_kgCO2,log_energy
1280,purity_recovery,near,0.703215582,0.400452301,1.993670585,45.96426006,5.647563011,20.26370597,0.902671304,0.741351307,0.414212531,1145.265982,3.058906360999075
1290,purity_recovery,near,0.581883887,0.440072542,1.888179521,54.70288659,14.06588068,19.16215146,0.859321723,0.81005363,0.355368326,1190.743908,3.0758183682825138
1296,purity_recovery,near,0.585988524,0.848464112,1.929373055,44.40227886,6.722019503,21.96212921,0.573803149,0.88408593,0.213736961,2221.846198,3.346713992646376
1322,purity_recovery,near,0.867250469,0.390717205,1.963152152,49.08209872,8.117456501,24.71168055,0.880858952,0.773895155,0.484771474,1014.808069,3.0063839117505626
1324,purity_recovery,near,0.503945149,0.442731232,1.555118708,50.79328303,7.399770259,20.76170799,0.871208228,0.770191974,0.294059371,1267.530589,3.1029584488524016
1346,purity_recovery,near,0.557519178,0.378499586,1.607972706,41.94227945,11.45446145,24.93397538,0.913743945,0.689846262,0.315575982,1124.355398,3.0509036092702675
1349,purity_recovery,near,0.514849832,0.787391783,1.930303661,52.98910724,6.17998806,24.67591318,0.639553492,0.892906241,0.211160233,2200.200741,3.3424623066092027
1411,purity_recovery,near,0.805505422,0.592578815,1.914151623,52.54550282,8.7022902,22.1532303,0.702641435,0.864607445,0.377709802,1328.673943,3.1234184180161777
1426,purity_recovery,near,0.603235701,0.47256031,1.608007705,53.36905775,8.975365755,23.20830276,0.834243046,0.810157484,0.333257827,1195.896695,3.07769366566479
1433,purity_recovery,near,0.938642826,0.563066489,1.999989169,52.73124019,5.974549969,24.9101598,0.753585479,0.857253789,0.451296185,1206.84548,3.081651668209
1435,purity_recovery,near,0.857382211,0.849045182,1.975500639,53.70152459,9.399387764,16.15935708,0.250441969,0.918193877,0.155345486,3487.664759,3.5425347330513732
1442,purity_recovery,near,0.860690542,0.593009777,1.957844739,51.03840777,5.539531637,18.12444017,0.683561659,0.861811136,0.404924805,1337.590203,3.1263230791749197
1452,purity_recovery,near,0.748593987,0.725830376,1.983167233,53.32009847,5.900248993,22.98791251,0.620238638,0.891903515,0.303946826,1709.06409,3.2327583490937335
1458,purity_recovery,near,0.526614188,0.746065628,1.752895989,45.57910537,6.457660356,24.29514432,0.698308683,0.860415478,0.227814378,1873.600347,3.2726769581617696
1470,purity_recovery,near,0.645190218,0.373942194,1.703667197,45.41411652,6.64949682,24.62634106,0.915708412,0.709526388,0.364483414,1105.20551,3.043443041424197
1480,purity_recovery,near,0.529106601,0.585684475,1.782285056,47.78995931,6.869767993,22.65206931,0.829413107,0.820138516,0.281950413,1500.234281,3.1761590850560477
1489,purity_recovery,near,0.663080698,0.394203528,1.923933708,49.14637694,5.934382132,24.31905449,0.920639648,0.742091812,0.384834023,1154.4752,3.062384608003447
1503,purity_recovery,near,0.642907897,0.764069857,1.873821933,52.14166836,11.08525754,22.55979771,0.52249521,0.897838035,0.224983167,2051.58463,3.3120894367715716
1516,purity_recovery,near,0.535598096,0.664800587,1.822919476,50.96503254,7.110647263,20.45023791,0.71680097,0.863802916,0.258021477,1719.838113,3.2354875690356644
1538,purity_recovery,near,0.529431716,0.61479693,1.81672595,48.84379397,13.20686799,19.23956546,0.730516699,0.850054037,0.268278055,1548.40148,3.1898835777564023
1544,purity_recovery,near,0.842287709,0.379734704,1.987451303,47.54224321,5.325584358,20.35344963,0.88456948,0.756192596,0.488858922,1040.589264,3.017279340866562
1552,purity_recovery,near,0.950708609,0.75366406,1.764607551,51.94169947,14.21486165,24.74544888,0.379743693,0.901956926,0.238767052,2047.946907,3.31131869337029
1567,purity_recovery,near,0.535774508,0.38415862,1.743903767,38.34340349,6.823836205,21.72325077,0.925804968,0.653502605,0.304367088,1256.888926,3.0992968998365504
1572,purity_recovery,near,0.916458299,0.36036245,1.99858016,35.15661306,7.23796691,24.66445908,0.908771876,0.677244257,0.478473141,1013.457542,3.0058055589872352
1585,purity_recovery,near,0.508385048,0.368216948,1.570787935,41.99685246,6.026921857,20.30229826,0.916008128,0.66579387,0.297439673,1220.600731,3.086573625713292
1586,purity_recovery,near,0.820301157,0.767381246,1.879450243,51.4153552,6.521224551,16.37457621,0.405843327,0.900300149,0.235867191,2224.744002,3.347280044568588
1604,purity_recovery,near,0.512379649,0.597840553,1.638908702,53.29118906,7.994667745,23.96329457,0.772861747,0.848513941,0.258702633,1536.19368,3.1864459740630493
1629,purity_recovery,near,0.749768116,0.629838732,1.927931516,47.08691076,5.357477439,20.12042631,0.731418217,0.850243645,0.360165941,1407.320511,3.148393017340099
1640,purity_recovery,near,0.639689753,0.420101034,1.94586169,51.72692317,14.03589051,20.6125333,0.874057005,0.793046147,0.386844743,1125.708777,3.051426052237926
1649,purity_recovery,near,0.852847197,0.811829187,1.940701251,48.81136497,9.895082959,22.05751833,0.437960447,0.901110022,0.246723915,2096.369025,3.321467734139238
1660,purity_recovery,near,0.636799605,0.362216223,1.715961926,50.42734728,14.3112377,21.67633346,0.885382655,0.75532756,0.383835589,1026.633061,3.0114152458770844
1667,purity_recovery,near,0.590463661,0.379234619,1.67716835,54.9044777,14.53788412,16.96455194,0.849054386,0.785761293,0.366135332,1073.313915,3.030726759816571
1679,purity_recovery,near,0.637498849,0.843737856,1.918225033,49.49136469,11.56667468,18.63287024,0.376851009,0.906191087,0.167270796,2813.494607,3.449246087020708
1701,purity_recovery,near,0.602323362,0.541854971,1.674386361,53.47914326,6.934681427,23.57887243,0.804086209,0.834814985,0.316565871,1328.27702,3.1232886591517324
1704,purity_recovery,near,0.536165281,0.396845278,1.770573858,39.83706525,8.242451532,20.32820688,0.909834077,0.681136296,0.311567972,1247.856574,3.096164671324038
449,productivity_energy,front,0.782209034,0.354853517,1.982036784,40.84866284,10.29048238,23.32455951,0.908436785,0.705504311,0.443469065,1025.440162,3.0109103228502474
1034,productivity_energy,front,0.746509934,0.356284017,1.773775521,45.31094719,8.899708675,23.99179325,0.901810087,0.723015806,0.424084065,1010.621895,3.004588702941076
63,productivity_energy,near,0.552386078,0.374652266,1.866137959,53.38153412,10.31607904,19.10335415,0.910077646,0.754251995,0.351435708,1171.821502,3.0688614627056974
83,productivity_energy,near,0.696353902,0.360017349,1.840154454,42.01871511,11.04988597,23.67576465,0.910232811,0.704129497,0.398300273,1044.034807,3.0187149778195432
209,productivity_energy,near,0.641520053,0.356890622,1.753949123,52.63893828,11.99636084,24.65070357,0.909819034,0.752253457,0.383962317,1041.861407,3.017809951038041
264,productivity_energy,near,0.613212012,0.382996056,1.755039273,45.79499715,8.134287765,21.35452873,0.904056359,0.722691833,0.360882793,1130.923232,3.053433125659026
387,productivity_energy,near,0.533093997,0.35382358,1.678410379,47.18127326,13.09615816,23.49827793,0.91897864,0.706063473,0.320319074,1119.638909,3.0490779823900334
423,productivity_energy,near,0.647393973,0.360892758,1.897269663,51.85305416,11.40512833,21.85590442,0.909765611,0.75321897,0.39778683,1071.322806,3.0299203501421013
425,productivity_energy,near,0.583185379,0.353009446,1.839264978,45.45823249,14.01521809,23.60738385,0.921325262,0.706963431,0.349525496,1098.178166,3.0406728048077216
440,productivity_energy,near,0.515764602,0.383256855,1.908855488,47.13832727,5.332972129,19.19562281,0.920641753,0.704288631,0.315923717,1324.752546,3.122134762843992
449,productivity_energy,near,0.782209034,0.354853517,1.982036784,40.84866284,10.29048238,23.32455951,0.908436785,0.705504311,0.443469065,1025.440162,3.0109103228502474
466,productivity_energy,near,0.590590348,0.358886174,1.836806029,53.41393233,12.54161772,22.39428472,0.915522809,0.752114839,0.366807397,1095.228818,3.039504862567243
688,productivity_energy,near,0.726624965,0.356629317,1.995611503,44.13128137,12.41705447,22.4535223,0.906543495,0.725101501,0.428468057,1035.569998,3.015179459789303
786,productivity_energy,near,0.597718313,0.407412694,1.965494395,40.35813937,12.46378716,24.31397724,0.916787469,0.705613715,0.341004305,1187.15187,3.0745062809461303
821,productivity_energy,near,0.539172065,0.411612893,1.894298768,42.80130055,14.50413783,21.192629,0.901573415,0.725514054,0.322479655,1205.849228,3.0812930096772426
944,productivity_energy,near,0.528405542,0.424821348,1.727580603,48.22910393,8.445261231,23.41960597,0.906456488,0.744320775,0.307991073,1259.112153,3.100064415778795
1034,productivity_energy,near,0.746509934,0.356284017,1.773775521,45.31094719,8.899708675,23.99179325,0.901810087,0.723015806,0.424084065,1010.621895,3.004588702941076
1280,productivity_energy,near,0.703215582,0.400452301,1.993670585,45.96426006,5.647563011,20.26370597,0.902671304,0.741351307,0.414212531,1145.265982,3.058906360999075
1470,productivity_energy,near,0.645190218,0.373942194,1.703667197,45.41411652,6.64949682,24.62634106,0.915708412,0.709526388,0.364483414,1105.20551,3.043443041424197
1489,productivity_energy,near,0.663080698,0.394203528,1.923933708,49.14637694,5.934382132,24.31905449,0.920639648,0.742091812,0.384834023,1154.4752,3.062384608003447
