model_name,model_label,subset,target,n,rmse,mae,r2,normalized_rmse
kernel_ridge_rbf,RBF kernel ridge,train_global,purity,1366,0.00015054268912542131,0.00010952606675433755,0.9999917735619378,0.0005341694720752401
kernel_ridge_rbf,RBF kernel ridge,train_global,productivity_mol_h_kg,1366,0.000314979515764098,0.0002304741821374202,0.9999886295801174,0.0006703157876705868
kernel_ridge_rbf,RBF kernel ridge,train_global,energy_kJ_kgCO2,1366,17.54849109229153,8.565006067560452,0.9990331134194974,0.00681690698414133
kernel_ridge_rbf,RBF kernel ridge,train_global,log_energy,1366,0.0030745341242759813,0.001982170624911246,0.9995118453078533,0.005283871569047648
svr_rbf,RBF SVR,test_global,recovery,342,0.0012197722481310858,0.000714205913804189,0.9999551068537833,0.0016807797779308218
svr_rbf,RBF SVR,test_global,purity,342,0.0003491454360706555,0.00019272728571033298,0.9999531987886912,0.001407447537652175
svr_rbf,RBF SVR,test_global,productivity_mol_h_kg,342,0.0006415440248912392,0.0003561430587697345,0.9999513944983752,0.0014211179538582573
svr_rbf,RBF SVR,test_global,energy_kJ_kgCO2,342,22.73519092022668,8.947138669961406,0.998261062194917,0.008976862627457581
svr_rbf,RBF SVR,test_global,log_energy,342,0.0037097188984879484,0.002023255223719473,0.9992466999250845,0.0065179863280716566
svr_rbf,RBF SVR,test_purity_recovery_near,recovery,31,0.0009935937197646928,0.0007471735626495799,0.9999625300878554,0.001914704541415339
svr_rbf,RBF SVR,test_purity_recovery_near,purity,31,0.000499236875152868,0.00033302476596836476,0.9999567552254485,0.002012484306101247
svr_rbf,RBF SVR,test_purity_recovery_near,productivity_mol_h_kg,31,0.0006042223942332724,0.00042403379448746614,0.99993245543306,0.0019123959341895342
svr_rbf,RBF SVR,test_purity_recovery_near,energy_kJ_kgCO2,31,7.638511627131821,5.791058050688743,0.9996613798201184,0.005709046810820145
svr_rbf,RBF SVR,test_purity_recovery_near,log_energy,31,0.0022347353396364963,0.0017014821921743067,0.999617227604861,0.006148830110974678
svr_rbf,RBF SVR,test_productivity_energy_near,recovery,6,0.0010391778001699909,0.0007683909136115089,0.9641143945157752,0.06266415547422434
svr_rbf,RBF SVR,test_productivity_energy_near,purity,6,0.0004893679372156999,0.00036158821140878467,0.9993406937601451,0.010168904163657776
svr_rbf,RBF SVR,test_productivity_energy_near,productivity_mol_h_kg,6,0.0004966277354799931,0.00036957711415903466,0.999757915760782,0.0048468149974683315
svr_rbf,RBF SVR,test_productivity_energy_near,energy_kJ_kgCO2,6,2.894819542134369,2.5150968164246024,0.9978647317683343,0.017901112899842555
svr_rbf,RBF SVR,test_productivity_energy_near,log_energy,6,0.0011239186225903512,0.0009893638855137017,0.9979309023172029,0.01767279959672644
svr_rbf,RBF SVR,test_pareto_focus,recovery,32,0.0009925821961563267,0.0007538461653763141,0.999962570889918,0.0019127552850863577
svr_rbf,RBF SVR,test_pareto_focus,purity,32,0.0004916602906492621,0.0003255813464471888,0.9999585931237818,0.0019819421763703697
svr_rbf,RBF SVR,test_pareto_focus,productivity_mol_h_kg,32,0.0005947630992191868,0.0004122333786534052,0.9999328284016255,0.0018824567636161035
svr_rbf,RBF SVR,test_pareto_focus,energy_kJ_kgCO2,32,7.542191276027446,5.716319652393061,0.9996658022441168,0.005637056687595577
svr_rbf,RBF SVR,test_pareto_focus,log_energy,32,0.0022115772830118953,0.0016890447102671097,0.9996212628261401,0.006085111175958344
svr_rbf,RBF SVR,train_global,recovery,1366,0.00020232494836051619,0.00018389475786628515,0.9999988050224955,0.00026723923477372017
svr_rbf,RBF SVR,train_global,purity,1366,5.3514935672181075e-05,5.006278597827293e-05,0.9999989604568796,0.00018988663682188893
svr_rbf,RBF SVR,train_global,productivity_mol_h_kg,1366,9.506759324282629e-05,8.890539174895492e-05,0.9999989641976808,0.00020231572358577995
svr_rbf,RBF SVR,train_global,energy_kJ_kgCO2,1366,15.479885774253393,3.2951192090316566,0.9992476299882898,0.00601333418886206
svr_rbf,RBF SVR,train_global,log_energy,1366,0.0021939475645907846,0.0006266350833217945,0.9997514285073388,0.003770502031182526
random_forest,Random forest,test_global,recovery,342,0.04710762837475094,0.03700457428438109,0.9330416062292961,0.06491174830373134
random_forest,Random forest,test_global,purity,342,0.009645636672465253,0.00729593682166179,0.964280435691733,0.038882729605554577
random_forest,Random forest,test_global,productivity_mol_h_kg,342,0.01785968060595215,0.013816786344980509,0.962331365565263,0.03956191901809935
random_forest,Random forest,test_global,energy_kJ_kgCO2,342,145.48881349344614,84.74726567337652,0.9287891708882713,0.05744544205259047
random_forest,Random forest,test_global,log_energy,342,0.02938391603303549,0.020313214405766063,0.9527387336454721,0.051627621447704435
random_forest,Random forest,test_purity_recovery_near,recovery,31,0.03741854532484256,0.03231268914166672,0.9468578893718826,0.0721073988708374
random_forest,Random forest,test_purity_recovery_near,purity,31,0.013592893434029453,0.01022397207701609,0.9679414297888356,0.0547945996619633
random_forest,Random forest,test_purity_recovery_near,productivity_mol_h_kg,31,0.013997657992642954,0.011640814017876326,0.9637500390651419,0.04430333017907191
random_forest,Random forest,test_purity_recovery_near,energy_kJ_kgCO2,31,67.49660827198204,49.89436948503023,0.9735601341153255,0.05044717020886792
random_forest,Random forest,test_purity_recovery_near,log_energy,31,0.017514568947288537,0.013856920801773486,0.9764881218384969,0.048190990232135245
random_forest,Random forest,test_productivity_energy_near,recovery,6,0.03649579910426022,0.03352175890694461,-43.261518783876,2.2007575882118644
random_forest,Random forest,test_productivity_energy_near,purity,6,0.01429590278423036,0.010706484261805519,0.4373486886285176,0.29706413986360164
random_forest,Random forest,test_productivity_energy_near,productivity_mol_h_kg,6,0.00955538599509896,0.007844011081250019,0.9103808034616963,0.09325533964163836
random_forest,Random forest,test_productivity_energy_near,energy_kJ_kgCO2,6,38.303132566317814,32.488575932418634,0.6261666571001792,0.23686060236478274
random_forest,Random forest,test_productivity_energy_near,log_energy,6,0.014823902309784533,0.012680895832713071,0.6400548315137423,0.23309503864120892
random_forest,Random forest,test_pareto_focus,recovery,32,0.036983954305914606,0.03190030651614587,0.9480359218736382,0.07126992035114957
random_forest,Random forest,test_pareto_focus,purity,32,0.013384007459596038,0.009970348012890588,0.9693158186409511,0.053952555000933024
random_forest,Random forest,test_pareto_focus,productivity_mol_h_kg,32,0.013778767809024635,0.011313680415104155,0.9639489088071358,0.04361053113491059
random_forest,Random forest,test_pareto_focus,energy_kJ_kgCO2,32,66.88712617448547,49.70976155586328,0.9737158753396342,0.049991641436403216
random_forest,Random forest,test_pareto_focus,log_energy,32,0.01750571623745616,0.013962299095534661,0.9762702336320573,0.04816663217603098
random_forest,Random forest,train_global,recovery,1366,0.01748554860426174,0.013836907785517326,0.9910747707758958,0.023095642264913598
random_forest,Random forest,train_global,purity,1366,0.003542002307878608,0.0026425112143515063,0.9954460299211296,0.012568059690447643
random_forest,Random forest,train_global,productivity_mol_h_kg,1366,0.006555799886054065,0.005014014206213406,0.9950743533104084,0.013951561750835492
random_forest,Random forest,train_global,energy_kJ_kgCO2,1366,68.00867543601943,35.193615862596374,0.9854780610592536,0.026418728090282916
random_forest,Random forest,train_global,log_energy,1366,0.011933435630744922,0.00784427659256202,0.9926458950641031,0.020508714069063058
extra_trees,Extra trees,test_global,recovery,342,0.04140875851150731,0.03329074472615091,0.9482623180893381,0.05705901576462384
extra_trees,Extra trees,test_global,purity,342,0.0071772903046901145,0.005306560214185347,0.9802227738200512,0.02893252645670181
extra_trees,Extra trees,test_global,productivity_mol_h_kg,342,0.014083982751015205,0.01051555311333902,0.976574791255163,0.03119817186776988
extra_trees,Extra trees,test_global,energy_kJ_kgCO2,342,124.6909140926304,69.91730091026226,0.947693404294945,0.049233508116521996
extra_trees,Extra trees,test_global,log_energy,342,0.02440276742540968,0.016627933794872072,0.9674040106448519,0.042875729616808154
extra_trees,Extra trees,test_purity_recovery_near,recovery,31,0.03434607549010963,0.03086335544645168,0.9552266861415203,0.06618659660638873
extra_trees,Extra trees,test_purity_recovery_near,purity,31,0.010543122127711017,0.007736988351612868,0.9807132611717945,0.04250060216972199
extra_trees,Extra trees,test_purity_recovery_near,productivity_mol_h_kg,31,0.011756782676718223,0.00773856219634405,0.9744274658405981,0.0372108409166735
extra_trees,Extra trees,test_purity_recovery_near,energy_kJ_kgCO2,31,72.02866056175834,43.65601582162562,0.9698903279327074,0.05383443986746408
extra_trees,Extra trees,test_purity_recovery_near,log_energy,31,0.01727207782853131,0.012118431874848372,0.977134663954841,0.04752378071241605
extra_trees,Extra trees,test_productivity_energy_near,recovery,6,0.031760979873911854,0.028583219934444754,-32.52187812175535,1.915240087410402
extra_trees,Extra trees,test_productivity_energy_near,purity,6,0.01211552610663042,0.008881821670555493,0.5958889568795867,0.2517566323849997
extra_trees,Extra trees,test_productivity_energy_near,productivity_mol_h_kg,6,0.004409566868938552,0.00360051624777775,0.9809148120548857,0.04303496020425513
extra_trees,Extra trees,test_productivity_energy_near,energy_kJ_kgCO2,6,37.84709628173583,31.459478139823336,0.6350153690682261,0.2340405450527792
extra_trees,Extra trees,test_productivity_energy_near,log_energy,6,0.014722486284067214,0.012351226067374524,0.6449630315312828,0.23150034569603126
extra_trees,Extra trees,test_pareto_focus,recovery,32,0.033917399224933975,0.030386254477083395,0.956295955879023,0.06536051611151285
extra_trees,Extra trees,test_pareto_focus,purity,32,0.010377275859576783,0.007506526106458293,0.9815537145685331,0.04183205577730375
extra_trees,Extra trees,test_pareto_focus,productivity_mol_h_kg,32,0.011572236936839063,0.0075177710838541245,0.9745708241486204,0.03662674385905824
extra_trees,Extra trees,test_pareto_focus,energy_kJ_kgCO2,32,71.07016922215597,43.1751184761162,0.9703255181908419,0.05311806052647846
extra_trees,Extra trees,test_pareto_focus,log_energy,32,0.017110772617479963,0.012083265496208431,0.9773288821928482,0.0470799526128743
extra_trees,Extra trees,train_global,recovery,1366,2.27722369868149e-05,5.524153574191675e-06,0.9999999848618696,3.007852089302614e-05
extra_trees,Extra trees,train_global,purity,1366,5.0300825306514576e-06,1.2968376176761182e-06,0.9999999908157707,1.7848203360140806e-05
extra_trees,Extra trees,train_global,productivity_mol_h_kg,1366,9.115561743781387e-06,2.2694839533917898e-06,0.999999990476891,1.9399055000513003e-05
extra_trees,Extra trees,train_global,energy_kJ_kgCO2,1366,0.04488745741837819,0.010361347842962906,0.9999999936737554,1.7437033210798487e-05
extra_trees,Extra trees,train_global,log_energy,1366,1.092800393184069e-05,2.809592260952569e-06,0.9999999938329067,1.878078659982074e-05
hist_gradient_boosting,Gradient boosting,test_global,recovery,342,0.023473390685556074,0.01783480564489341,0.9833745196993902,0.03234505494300472
hist_gradient_boosting,Gradient boosting,test_global,purity,342,0.003945978582302589,0.0028439920450915243,0.9940220290241684,0.015906717561005444
hist_gradient_boosting,Gradient boosting,test_global,productivity_mol_h_kg,342,0.009221245363368972,0.00703792099447069,0.9899581979326654,0.020426466203995047
hist_gradient_boosting,Gradient boosting,test_global,energy_kJ_kgCO2,342,93.45524013615166,50.34971912797337,0.9706171340592425,0.03690027743606601
hist_gradient_boosting,Gradient boosting,test_global,log_energy,342,0.017755025329732856,0.012036840275810376,0.9827444582795078,0.03119562843452481
hist_gradient_boosting,Gradient boosting,test_purity_recovery_near,recovery,31,0.014017405983043563,0.010189935543234193,0.9925423790942236,0.027012238866558284
hist_gradient_boosting,Gradient boosting,test_purity_recovery_near,purity,31,0.0054425109329630916,0.0039907737245504496,0.994860522782319,0.021939420710897693
hist_gradient_boosting,Gradient boosting,test_purity_recovery_near,productivity_mol_h_kg,31,0.007105984196942222,0.006171850874246091,0.9906578838765009,0.022490816984517298
hist_gradient_boosting,Gradient boosting,test_purity_recovery_near,energy_kJ_kgCO2,31,42.831419937707125,32.53064584950711,0.9893531706645119,0.03201233346686445
hist_gradient_boosting,Gradient boosting,test_purity_recovery_near,log_energy,31,0.011835299333678856,0.009544414477062876,0.9892638910831267,0.032564592157548485
hist_gradient_boosting,Gradient boosting,test_productivity_energy_near,recovery,6,0.009040680624244433,0.007611605830703916,-1.7160815932488802,0.5451681282431043
hist_gradient_boosting,Gradient boosting,test_productivity_energy_near,purity,6,0.0068421816232095995,0.005949400077193134,0.8711141145782338,0.14217827508811837
hist_gradient_boosting,Gradient boosting,test_productivity_energy_near,productivity_mol_h_kg,6,0.007998021144606562,0.006883467324272548,0.9372130088761627,0.07805631072191613
hist_gradient_boosting,Gradient boosting,test_productivity_energy_near,energy_kJ_kgCO2,6,32.41391272406469,29.20679949516915,0.7322852103513987,0.20044258467707685
hist_gradient_boosting,Gradient boosting,test_productivity_energy_near,log_energy,6,0.013001357981345964,0.011703685863728793,0.7231218448269789,0.20443685999264233
hist_gradient_boosting,Gradient boosting,test_pareto_focus,recovery,32,0.013799134559159841,0.009917828973712932,0.9927659711152557,0.026591618971063845
hist_gradient_boosting,Gradient boosting,test_pareto_focus,purity,32,0.005469892866152474,0.004061674595261643,0.9948749295277763,0.022049800599798067
hist_gradient_boosting,Gradient boosting,test_pareto_focus,productivity_mol_h_kg,32,0.007008959070122343,0.006059693170118141,0.9906716528733124,0.022183727310557073
hist_gradient_boosting,Gradient boosting,test_pareto_focus,energy_kJ_kgCO2,32,42.24787578402972,32.00401066282393,0.9895137984710987,0.03157619079246027
hist_gradient_boosting,Gradient boosting,test_pareto_focus,log_energy,32,0.011698106248487999,0.00943561636972537,0.9894034420710456,0.03218710809566567
hist_gradient_boosting,Gradient boosting,train_global,recovery,1366,0.006155327484377974,0.004790331232671264,0.9988939794889754,0.008130213401936691
hist_gradient_boosting,Gradient boosting,train_global,purity,1366,0.0011283113203833725,0.0008735937676776203,0.9995378846612382,0.004003578425808305
hist_gradient_boosting,Gradient boosting,train_global,productivity_mol_h_kg,1366,0.0029090007472454714,0.002280134849826383,0.9990301612194814,0.00619071726773679
hist_gradient_boosting,Gradient boosting,train_global,energy_kJ_kgCO2,1366,24.7791335683346,15.064836408314326,0.9980721723411135,0.009625730656532097
