sample_id,status,FAD_m3_h,FRP_m3_h,FVU_m3_h,TRP_s,TED_s,TPR_s,recovery,purity,productivity_mol_h_kg,energy_kJ_kgCO2
385,success,0.701472398,0.38153378,1.76936447,52.86368897,5.187761598,18.26203488,0.876818651,0.769126963,0.425176369,1072.187602
386,success,0.727548938,0.43731952,1.847602246,44.88485599,13.43305089,21.64319434,0.843136971,0.778711868,0.406556091,1075.343205
387,success,0.533093997,0.35382358,1.678410379,47.18127326,13.09615816,23.49827793,0.91897864,0.706063473,0.320319074,1119.638909
388,success,0.506229279,0.715197396,1.593483751,43.61516481,10.83240542,22.49451369,0.638907395,0.852120412,0.207987244,1820.183403
389,success,0.68716634,0.475432224,1.829456891,48.31366963,9.285523957,23.24835358,0.854942655,0.796870585,0.38035172,1164.409012
390,success,0.685043823,0.630104108,1.516783349,47.3182081,14.12925723,16.43411751,0.468380793,0.860592436,0.230050723,1719.166293
391,success,0.585357191,0.403491801,1.510617279,42.07382203,13.05619849,18.91526928,0.840683038,0.731610543,0.332951462,1078.244066
392,success,0.719486027,0.830373952,1.650585362,41.63095128,6.430229934,22.33307532,0.471703103,0.875663357,0.21056456,2106.562075
393,success,0.995717582,0.594147739,1.057258899,38.00936318,13.22456178,17.2615758,0.226427216,0.800611198,0.153248895,2366.259677
394,success,0.961831734,0.472836216,1.768953624,43.73700515,5.370562543,19.11233044,0.754850593,0.796350451,0.474935274,1080.394033
395,success,0.698265947,0.432473473,1.691987524,35.5792961,14.10548757,17.27263504,0.802904939,0.72861117,0.378047751,1064.27156
396,success,0.949414009,0.386156661,1.850319158,52.95033907,14.41138575,21.1760005,0.771501132,0.813073374,0.506423684,979.3680746
397,success,0.829915775,0.370341915,1.837472769,51.92709435,8.860517152,16.14723926,0.820483282,0.785766635,0.488914239,1003.941503
398,success,0.773774503,0.437822597,1.465124629,42.60573762,9.185438535,15.911176,0.708470446,0.772419777,0.381087879,1081.268862
399,success,0.999168278,0.775051843,1.867465779,39.20745318,11.86342384,18.9549553,0.439271078,0.869735226,0.290886288,1777.688385
400,success,0.825430452,0.460971879,1.575464468,46.83783995,12.56871371,20.49101251,0.71330207,0.807151536,0.397824702,1076.441271
401,success,0.553038929,0.729115891,1.228351762,47.89665969,6.630666315,20.92973986,0.301012425,0.872477714,0.109317925,3055.522941
402,success,0.761648652,0.551410347,1.827560436,50.06820745,6.946423772,21.03655324,0.757637342,0.839525753,0.383053855,1256.899416
403,success,0.897002366,0.551878742,1.271206168,39.13627874,5.755862868,18.01106871,0.519368094,0.79766929,0.302136598,1337.705045
404,success,0.60952287,0.542402822,1.600144375,42.93424825,10.47304837,20.132309,0.763675379,0.800702504,0.307195649,1283.491734
405,success,0.799352342,0.482304887,1.678889953,38.48052408,8.494556972,18.39408349,0.767918925,0.767284282,0.40085305,1114.775187
406,success,0.769363367,0.431842956,1.430737827,37.57524832,11.32379462,20.27743115,0.76336079,0.738719749,0.377259561,1017.96745
407,success,0.935335814,0.747836558,1.543194365,42.83326929,9.099931522,22.48940664,0.407526235,0.869411414,0.241713168,1873.032291
408,success,0.955081207,0.81752023,1.407894774,40.24375451,14.43934986,24.30892727,0.255950272,0.871705963,0.15378102,2670.602527
409,success,0.502731887,0.785513301,1.625600822,38.15526455,7.324911725,21.84543699,0.626341109,0.840608861,0.193297455,2036.98907
410,success,0.549993624,0.540030728,1.795467394,45.43845074,11.74294901,16.97969553,0.784961134,0.810872193,0.302497244,1372.918118
411,success,0.512995606,0.549265227,1.309751712,43.05878886,10.80865008,19.32746051,0.682645672,0.799964875,0.234202465,1397.389639
412,success,0.729557799,0.540340944,1.691392353,53.86049099,6.314482528,16.5016291,0.678450464,0.851302492,0.352994436,1320.242928
413,success,0.898928216,0.471903555,1.448673141,48.92392711,14.12176447,23.47062385,0.637919758,0.82264036,0.379739199,1096.088674
414,success,0.73679141,0.365078572,1.535821655,50.03039132,11.58153548,21.47605338,0.831789331,0.76431773,0.412972806,969.593509
415,success,0.82016257,0.66563133,1.951267158,42.79660604,9.238208711,19.41197119,0.65348503,0.853006098,0.354718526,1430.830535
416,success,0.987326528,0.84152035,1.345122652,40.45900293,8.537895028,23.88579238,0.216714711,0.872479298,0.130716483,3210.540787
417,success,0.853383705,0.798279469,1.784629085,37.25370444,5.998513114,21.00164953,0.552739805,0.856015074,0.288543411,1703.31419
418,success,0.957966871,0.404333625,1.507374093,36.40486718,11.28290547,19.31811353,0.726280226,0.737399801,0.449972279,969.1721605
419,success,0.686989146,0.481906645,1.721898403,50.86118176,13.26593087,16.09756809,0.726826839,0.827287221,0.362703283,1192.504132
420,success,0.956631102,0.668061678,1.579612247,46.82298541,6.793155561,16.29738939,0.402721034,0.868475274,0.268485042,1816.398436
421,success,0.57437262,0.652647673,1.531635613,54.04108261,7.850956464,19.94048619,0.557427124,0.876234194,0.22005317,1813.400748
422,success,0.774604037,0.48748392,1.270878868,41.5755987,14.57333239,24.60215064,0.657213557,0.787101692,0.321674311,1090.985037
423,success,0.647393973,0.360892758,1.897269663,51.85305416,11.40512833,21.85590442,0.909765611,0.75321897,0.39778683,1071.322806
424,success,0.660583308,0.44151031,1.526633759,37.47030096,5.915323017,18.86490085,0.835370513,0.717028207,0.34949948,1136.237786
425,success,0.583185379,0.353009446,1.839264978,45.45823249,14.01521809,23.60738385,0.921325262,0.706963431,0.349525496,1098.178166
426,success,0.847016429,0.842959526,1.978856599,38.92965967,14.4512389,20.9177641,0.471244792,0.879424696,0.260603502,1894.008432
427,success,0.96790136,0.600630807,1.841476295,45.27348689,5.923969432,22.64476273,0.690126477,0.844152191,0.420862665,1245.966459
428,success,0.890904595,0.406250811,1.405739953,50.44630911,9.757808351,17.50816602,0.658600478,0.799521941,0.413072926,1037.899843
429,success,0.861270044,0.838268705,1.750092127,37.41939987,12.94173362,20.362029,0.404601362,0.870223034,0.225495288,2042.283059
430,success,0.924276006,0.574347326,1.023156951,35.74410302,7.660300465,19.75159301,0.359965726,0.780119125,0.207787298,1661.146403
431,success,0.973715588,0.582382745,1.246576644,38.88248244,6.758595655,24.64376904,0.543246248,0.804613906,0.31214761,1273.230086
432,success,0.508723541,0.617902412,1.671352206,37.97885656,11.44234373,15.97931258,0.703879956,0.800874256,0.245894907,1567.366978
433,success,0.874544139,0.743055348,1.476359607,38.68025171,12.88599481,20.55214764,0.376764297,0.853708264,0.214095685,1935.410771
434,success,0.560099373,0.718939352,1.887542886,35.88121737,11.23260059,21.21487551,0.7421747,0.816591125,0.260467404,1634.921693
435,success,0.720792793,0.370822449,1.712507834,40.58562906,12.78931591,23.15203468,0.882630689,0.714317771,0.40322671,999.4805004
436,success,0.761057617,0.412353745,1.190591632,35.93407413,6.495765276,24.5543122,0.802827216,0.697530357,0.351702873,975.7226309
437,success,0.792676811,0.467174154,1.252450056,48.82016405,7.828646459,23.65094769,0.666072165,0.803824977,0.338478402,1105.353582
438,success,0.7889262,0.417205298,1.28640573,52.26629222,13.76840493,16.83606216,0.594839999,0.809413741,0.339816437,1113.59809
439,success,0.627857399,0.376266497,1.599148171,46.18377805,8.78909161,20.97301299,0.884630853,0.728430724,0.365345902,1067.635439
440,success,0.515764602,0.383256855,1.908855488,47.13832727,5.332972129,19.19562281,0.920641753,0.704288631,0.315923717,1324.752546
441,success,0.904774601,0.464069486,1.339198035,42.06480242,7.434010805,23.95270264,0.702385313,0.777301436,0.389176683,1039.906892
442,success,0.806677091,0.39547067,1.414612418,44.05002316,5.366288491,19.08578984,0.784221871,0.74864585,0.414707674,1000.102239
443,success,0.736480614,0.519864421,1.89007328,37.59960977,12.352494,17.43267465,0.77087886,0.781097045,0.382451529,1188.057178
444,success,0.689202155,0.778156121,1.913252903,35.47584294,14.92895371,21.01448519,0.618318308,0.84596351,0.273307838,1619.429437
445,success,0.975107459,0.552652598,1.78271941,47.04807212,8.579828755,15.54272086,0.586249186,0.846321931,0.406035129,1290.489267
446,success,0.556196212,0.365881308,1.554771838,48.38821859,9.310287954,18.55808572,0.884662728,0.727428545,0.338321737,1099.836621
447,success,0.611882438,0.842733547,1.583024285,38.31700446,8.291554155,18.49488764,0.391593683,0.865795567,0.155884282,2597.714924
448,success,0.872346895,0.411379428,1.000503697,39.16744356,5.401831246,16.34835489,0.531680303,0.733163666,0.308368017,1129.048074
449,success,0.782209034,0.354853517,1.982036784,40.84866284,10.29048238,23.32455951,0.908436785,0.705504311,0.443469065,1025.440162
450,success,0.852468232,0.483386019,1.292045061,37.65755875,6.227540654,22.41930665,0.703682027,0.756401158,0.360799831,1073.381526
451,success,0.798869493,0.641661435,1.233571779,50.54671852,12.82024422,22.55258075,0.316170673,0.86763456,0.16927987,2157.90909
452,success,0.895460965,0.722304071,1.74974574,45.18008276,9.516520687,17.70044785,0.437284024,0.876565284,0.268835561,1836.271323
453,success,0.604991133,0.598242273,1.584145001,49.50290681,14.94954085,22.04067932,0.654214235,0.853617665,0.268017889,1436.377638
454,success,0.978749851,0.568740847,1.684418355,41.7376852,14.32374462,23.14696551,0.62175981,0.83100647,0.391403114,1188.886717
455,success,0.534186539,0.696368913,1.589163916,41.20676178,13.71492494,19.27956466,0.59200691,0.845149704,0.212710691,1751.35195
456,success,0.522595438,0.485477742,1.616256348,43.38925894,8.184671251,15.34100446,0.804764381,0.769766162,0.294563205,1328.067375
457,success,0.93569009,0.780616296,1.666090961,35.79037974,14.36600324,15.13752459,0.309915963,0.854585338,0.202426092,2265.054056
458,success,0.856043385,0.551085947,1.77344022,50.36940584,9.956427372,24.13282988,0.711529371,0.847838227,0.395352692,1204.45595
459,success,0.659634251,0.769261707,1.809518643,36.23952342,9.539941946,18.49581018,0.59429859,0.842912847,0.253729891,1758.505213
460,success,0.629742355,0.453108045,1.441823765,35.2945536,9.256160715,24.68967028,0.86308596,0.700273274,0.317796509,1111.226148
461,success,0.588645203,0.692748104,1.353093747,53.62489944,8.222798648,23.4621109,0.425520233,0.883330124,0.165019536,2199.496224
462,success,0.560465434,0.455757858,1.255613626,51.61811516,9.270289612,16.12611421,0.6830547,0.804184351,0.275044695,1230.595419
463,success,0.621266188,0.671997251,1.150376259,50.55731051,13.94595573,23.53643314,0.273765234,0.872079964,0.113239028,2769.031854
464,success,0.991884216,0.682657009,1.33179475,54.64561886,10.60902864,18.92172223,0.186315342,0.887188298,0.13018706,3360.137344
465,success,0.89102916,0.703219799,1.245122158,35.99313179,9.773109208,20.60338731,0.346392547,0.825767087,0.193407486,1952.791969
466,success,0.590590348,0.358886174,1.836806029,53.41393233,12.54161772,22.39428472,0.915522809,0.752114839,0.366807397,1095.228818
467,success,0.537384049,0.790382325,1.286697833,42.39039591,6.910120631,23.45786327,0.370070482,0.864031213,0.122454467,2754.974364
468,success,0.834268663,0.576796069,1.288870318,37.07719138,10.84936464,17.10345759,0.470119557,0.799074947,0.262671886,1444.790606
469,success,0.998721558,0.523746672,1.848723815,47.81404086,12.45309312,18.47429237,0.629760196,0.844816983,0.437455478,1187.358837
470,success,0.729942012,0.841225641,1.340249622,40.42012082,12.91671051,24.17528245,0.250184675,0.873456246,0.114194099,3165.620816
471,success,0.591598032,0.385275175,1.895338202,36.65696003,8.874873994,22.40050216,0.924771286,0.657222593,0.333224264,1206.847481
472,success,0.936971241,0.797661452,1.439818057,35.73641104,14.52430716,24.17409675,0.359417398,0.851458048,0.206640241,1965.521905
473,success,0.797387263,0.546808364,1.568383196,37.05771778,6.601001638,22.78961585,0.764371997,0.774620453,0.36391329,1170.440211
474,success,0.904608382,0.728181343,1.352638367,51.78642394,7.386115731,21.63201344,0.242328378,0.887692506,0.145876799,2910.439284
475,success,0.595620522,0.35229266,1.341644353,42.8564397,5.829568324,22.01553373,0.892555332,0.679439311,0.332672613,1041.169673
476,success,0.854687278,0.844264497,1.462294634,40.04317314,6.591239756,24.92138896,0.370227269,0.872182696,0.187402021,2258.835583
477,success,0.750502804,0.58449078,1.58505557,45.07363555,7.618218748,15.99967853,0.598383907,0.836828976,0.313046942,1408.907362
478,success,0.878933422,0.520947414,1.499490563,48.8542056,11.68843773,17.39388672,0.549257005,0.838656357,0.340791585,1286.87069
479,success,0.594158143,0.439663386,1.622545273,48.70909538,13.8083377,20.91288732,0.834771656,0.785265069,0.337741121,1130.629045
480,success,0.634931151,0.581690785,1.142428479,46.14521417,11.59248539,22.10630366,0.475585233,0.832176744,0.198430824,1595.514829
481,success,0.614243929,0.580529008,1.523914928,41.98175493,10.10135916,16.54355594,0.648509009,0.816438591,0.274724802,1417.372976
482,success,0.665290836,0.400879308,1.320737997,44.30055932,12.01030713,17.24139621,0.741175125,0.755520992,0.343056392,1033.902714
483,success,0.77952776,0.516165056,1.975029735,38.17773512,13.41289271,20.22356907,0.79827513,0.784675737,0.406239039,1148.526404
484,success,0.83698003,0.732096144,1.534953251,42.9030517,7.705495472,24.41550528,0.507659808,0.86267243,0.260464293,1667.110478
485,success,0.941399055,0.438781908,1.22135886,41.18019684,9.580708981,22.62235551,0.632357807,0.767486162,0.374201879,1031.915508
486,success,0.688812004,0.536386662,1.141287386,44.00236897,7.371646075,20.5425241,0.55065765,0.805949676,0.246226096,1362.484067
487,success,0.648892008,0.571798326,1.045273646,50.59339943,11.65264587,23.07468396,0.377587212,0.844059793,0.162436594,1862.814533
488,success,0.980226483,0.739104994,1.4477542,47.44559878,14.26171663,22.33886677,0.260379246,0.882846022,0.170289717,2556.520513
489,success,0.730201068,0.716802116,1.66458314,52.39623674,13.26159426,21.51525056,0.428767414,0.893485354,0.214291692,2028.052655
490,success,0.593260973,0.678783162,1.139384868,41.30165125,12.13722712,23.40915739,0.399841744,0.838213149,0.149897863,2018.424472
491,success,0.674874899,0.470337676,1.787668905,49.87126901,13.18961807,19.30079038,0.797669464,0.813731387,0.374557158,1153.781226
492,success,0.732716123,0.615818665,1.082383097,35.40562641,9.879502446,22.31032482,0.45729798,0.790452131,0.203990582,1543.025467
493,success,0.682286533,0.821410699,1.586067576,45.0419871,9.915313291,18.3043334,0.295322984,0.888697717,0.137356686,3052.440367
494,success,0.810226291,0.364730777,1.747819404,54.22233625,6.81558428,23.12160371,0.871543265,0.776327674,0.465402495,986.9281353
495,success,0.971755959,0.740300502,1.21856039,42.2281158,6.381467009,24.19673087,0.278463395,0.85738764,0.164178069,2420.028252
496,success,0.991165415,0.680621983,1.90052544,42.33054108,14.80290902,19.02852055,0.503440635,0.865712538,0.340160319,1509.929691
497,success,0.515061386,0.358543103,1.240448546,36.85438083,8.495268503,22.22672363,0.903767798,0.63636817,0.283878091,1066.43898
498,success,0.834026656,0.498939,1.962973579,47.48738635,13.9895747,15.84886726,0.706428601,0.832582818,0.42566994,1170.715552
499,success,0.600171597,0.540803199,1.048842094,41.51868519,10.32643756,24.70564299,0.593399066,0.789935388,0.219188433,1318.705723
500,success,0.581236065,0.390482772,1.631070779,36.363387,13.6397314,18.97116751,0.874257373,0.685575035,0.334763963,1086.121524
501,success,0.517882691,0.561917529,1.86301119,53.63728579,12.11832868,17.45055559,0.770845375,0.848934697,0.286690262,1489.250826
502,success,0.713379615,0.494235674,1.26744144,48.19484725,9.673700631,21.93774823,0.6435631,0.811918373,0.302520093,1190.554113
503,success,0.62594613,0.452635645,1.263861499,40.34780419,8.413506344,16.81914764,0.71432693,0.751022844,0.30211471,1142.848787
504,success,0.812027545,0.369365353,1.473768131,38.91396369,8.237291555,23.55760032,0.851564918,0.704001805,0.419029829,950.8986458
505,success,0.971163093,0.515402797,1.197141879,51.10730817,8.30133784,17.24639746,0.382641307,0.836229783,0.261715779,1570.78618
506,success,0.86120388,0.607492859,1.384211785,49.60829364,10.42871576,21.3995114,0.44898552,0.859658749,0.259044943,1591.272789
507,success,0.947471893,0.731403359,1.317037401,36.96493696,11.92547413,22.60670497,0.345069708,0.839865921,0.203163321,1945.577064
508,success,0.89307125,0.738671023,1.590390391,48.42569342,6.738763584,16.42457054,0.318708248,0.885798162,0.19931008,2400.876916
509,success,0.665548932,0.624578347,1.301582225,38.90063218,5.024367261,24.34463329,0.66873068,0.802346504,0.260227029,1388.022992
510,success,0.827212491,0.697024354,1.39637252,51.6433154,8.354819194,15.25771357,0.227486292,0.883755022,0.136334816,3116.696448
511,success,0.819580619,0.393532526,1.481195874,50.81969814,7.231679271,21.78880281,0.790784784,0.781822018,0.428230869,988.7986756
512,success,0.8128511,0.439406462,1.633062181,53.66736955,6.488072733,16.1021087,0.73265754,0.818839367,0.426914649,1097.813815
513,success,0.811502577,0.666466852,1.888940192,43.37793982,14.15354879,15.26540443,0.521527448,0.863028938,0.303946262,1589.37686
514,success,0.755412754,0.501643336,1.56588037,45.14079408,9.523268122,21.56565679,0.744430383,0.804447681,0.366456942,1143.145509
515,success,0.538480351,0.604586346,1.258790894,36.15991922,9.530177608,18.88518449,0.613709193,0.784532092,0.212483508,1510.246714
516,success,0.62662895,0.481749254,1.920235977,36.14205373,9.254089617,17.48407086,0.849402447,0.731773062,0.349193279,1257.675128
517,success,0.532198816,0.488805563,1.013536012,52.97502314,6.843852768,16.32048699,0.492794743,0.819955571,0.187243153,1560.496325
518,success,0.561605464,0.453661824,1.105060391,40.8121886,6.836295507,24.59183203,0.789937217,0.73109482,0.265907335,1123.877552
519,success,0.744582806,0.524503637,1.569362952,52.67020423,14.69971353,20.53112266,0.632324383,0.849902378,0.327915466,1260.394546
520,success,0.902007795,0.510561699,1.781472817,49.1861066,6.726450679,23.09175002,0.756347401,0.828449446,0.438760136,1129.190204
521,success,0.526834415,0.651791526,1.374306143,49.19012708,13.16905657,17.90461896,0.451573444,0.865273581,0.167965539,2041.013666
522,success,0.753396959,0.357613633,1.727067939,49.16122336,10.93274133,16.05750102,0.829413853,0.763474957,0.448110071,992.8213411
523,success,0.695216634,0.717818977,1.029482104,38.4120852,13.57736242,22.56722177,0.192759854,0.832885099,0.08491852,3455.618466
524,success,0.903590994,0.479083187,1.232152728,39.15656108,5.419320931,17.74126907,0.586231174,0.769765864,0.344326243,1159.007356
525,success,0.836365272,0.537902736,1.077667937,49.81227018,14.76895818,16.21821929,0.256474693,0.835147492,0.155802846,2221.422713
526,success,0.987844629,0.484793365,1.398260152,40.3667892,7.919497718,17.07338526,0.578958759,0.789242822,0.383961061,1157.261744
527,success,0.5725583,0.656494129,1.38397352,41.71263705,12.36778653,22.75641722,0.596922841,0.834026014,0.218597637,1577.776242
528,success,0.689983579,0.559126292,1.937294531,48.90256737,6.991043256,22.6974709,0.821574492,0.829344783,0.366362967,1305.823096
529,success,0.624536806,0.805110416,1.51475312,47.94236308,7.452996125,18.54819048,0.287679009,0.891722839,0.122314027,3315.210156
530,success,0.60107406,0.468773003,1.780659018,41.62285668,11.22985511,23.2348403,0.877070706,0.750970185,0.332776938,1206.290434
531,success,0.728632919,0.609328549,1.967633038,49.45163111,14.875048,18.6739668,0.658436562,0.86563013,0.337885342,1409.192241
532,success,0.500865911,0.492938728,1.794618977,44.85632271,11.87424088,21.34096501,0.87077271,0.771242589,0.287996802,1354.054275
533,success,0.619991758,0.446973325,1.637364488,40.85771404,13.58283197,22.89114506,0.855302652,0.746549675,0.339240478,1113.323634
534,success,0.880551868,0.506709394,1.918920453,38.39508958,9.945261954,17.34312506,0.74861175,0.78858146,0.440861548,1136.549314
535,success,0.704688086,0.398945914,1.909118261,43.51957524,5.319929938,15.76004468,0.871243642,0.736937436,0.421808454,1132.217694
536,success,0.994956928,0.415716102,1.049888109,48.5100481,13.45059167,24.90206964,0.49948759,0.791527872,0.322142831,1123.077842
537,success,0.522794962,0.845360644,1.645375341,41.1917096,13.39016013,20.15394252,0.412189011,0.877419695,0.143015932,2683.229788
538,success,0.822121234,0.804988041,1.754645834,41.60102733,14.3325989,15.22161294,0.300539751,0.881444303,0.17649843,2608.805649
539,success,0.911801447,0.656908815,1.742906275,54.97098207,7.484527154,16.61949135,0.441100362,0.890226089,0.288673028,1781.845107
540,success,0.764854077,0.475518838,1.972579867,45.46110318,12.68720586,17.75486101,0.792552093,0.805893053,0.422007865,1135.482221
541,success,0.821192064,0.842016315,1.659187829,37.89424303,10.24081695,18.10584332,0.342783363,0.87048245,0.185881735,2420.494971
542,success,0.722341705,0.55824967,1.315704319,49.15672592,10.36096509,24.81533815,0.602521141,0.837978728,0.279126018,1316.731563
543,success,0.888270122,0.357870573,1.43856171,43.95441865,8.254019893,15.41678837,0.729125298,0.747276053,0.454376808,959.3389979
544,success,0.76992513,0.525773629,1.955333086,54.1617902,5.752706013,24.47938046,0.827030014,0.83971938,0.41079742,1217.348865
545,success,0.586569893,0.563726975,1.269624309,36.63926058,5.421213482,24.19063035,0.762049186,0.756553516,0.257881851,1306.838405
546,success,0.707217586,0.351816923,1.821933746,52.92236044,12.73119255,17.65297794,0.863116423,0.772055226,0.437158153,1005.227712
547,success,0.72254502,0.59073453,1.590813398,53.05298983,11.11036466,17.38928154,0.54425069,0.867434686,0.281157663,1527.786082
548,success,0.931214622,0.73225406,1.682100398,53.12771704,6.901196053,17.72159993,0.337125516,0.897685813,0.220259979,2297.28698
549,success,0.993810065,0.403548128,1.520217484,46.11967876,6.018541297,19.49709421,0.727883742,0.779455662,0.478444324,988.4863652
550,success,0.522466443,0.416255197,1.115601937,35.28343097,12.92179376,21.00991028,0.797139859,0.68601013,0.263586362,1053.041156
551,success,0.826169416,0.387381669,1.281543847,49.6431233,13.19696553,16.80912905,0.627357671,0.787448164,0.371600738,1033.855194
552,success,0.771658604,0.48858528,1.229616881,38.70623472,12.92621539,15.29775984,0.519410498,0.77607189,0.280978726,1264.114114
553,success,0.928897173,0.685977165,1.146185333,39.86531561,13.07123646,22.86497121,0.261725494,0.83710435,0.154286651,2335.752811
554,success,0.808917894,0.678132367,1.296920661,47.85735544,10.65585772,17.89164938,0.261192744,0.867960806,0.14703999,2636.647749
555,success,0.842769585,0.447756604,1.342987923,40.94634421,5.675292217,15.01343611,0.64440381,0.76763437,0.373304755,1114.824484
556,success,0.517643511,0.500922337,1.551377891,39.02629857,11.85903901,20.74119243,0.829263322,0.748474611,0.277127067,1280.812713
557,success,0.825535063,0.461839006,1.607409301,36.09666434,13.71801428,18.29993288,0.725235077,0.757394535,0.39789487,1053.74821
558,success,0.766692557,0.486208768,1.737877344,36.41209749,11.09830952,17.66141571,0.768697163,0.760036384,0.390429276,1122.701165
559,success,0.524572805,0.722647079,1.04396672,35.0490324,14.77653706,19.44230206,0.221524253,0.817035253,0.075959911,3459.316886
560,success,0.590012743,0.601618383,1.024518369,46.75883259,11.95950145,22.07267529,0.348617486,0.838020245,0.135849553,2100.359436
561,success,0.78732957,0.423923654,1.219687979,47.68664121,10.0185493,21.07732499,0.661025596,0.785088305,0.346415122,1051.680719
562,success,0.70518648,0.490284697,1.910638758,52.51946166,7.522405732,24.96250776,0.862746055,0.81702941,0.390514206,1193.355897
563,success,0.505014764,0.647525721,1.912522362,51.09316559,5.295668779,22.96395167,0.813754988,0.849203517,0.265378444,1706.857602
564,success,0.948297759,0.572084741,1.644277937,54.35160056,14.4164318,20.24489894,0.495318267,0.874458335,0.329761181,1434.834125
565,success,0.658856523,0.732904519,1.508810251,48.08799591,9.125899871,15.20450357,0.317245346,0.882145477,0.150063708,2718.976392
566,success,0.531318319,0.50477836,1.540223741,41.34928976,5.856600668,15.37534991,0.782878088,0.76578475,0.285126722,1365.405217
567,success,0.608354916,0.582895298,1.177223687,54.8179207,8.664678012,17.41535061,0.378177852,0.86224797,0.164061721,2046.087958
568,success,0.980488804,0.503923646,1.275940102,49.07608402,13.08998984,20.16267795,0.452247837,0.831946984,0.304269214,1349.058429
569,success,0.77914728,0.535677876,1.419057169,40.60715227,5.796597302,19.00374021,0.667366898,0.794199193,0.335233012,1224.541359
570,success,0.622775338,0.520442018,1.563388381,42.44415071,7.713708653,22.73193124,0.814629595,0.780186948,0.317249427,1239.567722
571,success,0.610020261,0.614727954,1.330140726,38.08448454,12.64210792,15.75033742,0.495647694,0.811746812,0.209661675,1631.001547
572,success,0.898629796,0.73992975,1.868059102,43.52154556,12.23361857,15.53994875,0.410753556,0.878341568,0.2623158,1932.012426
573,success,0.676648353,0.568806956,1.959097725,36.34353896,12.24691191,22.20457098,0.826551995,0.777261992,0.348833658,1268.884428
574,success,0.514474682,0.607513525,1.925066489,40.67558901,12.67550319,19.72232964,0.806112129,0.804805071,0.275156831,1517.46693
575,success,0.830321785,0.372362796,1.385986929,44.12339415,7.764313601,22.61266839,0.803444553,0.73944555,0.422226346,944.3439558
576,success,0.728083672,0.427506783,1.865738047,49.52807618,14.45887361,23.51428532,0.851424252,0.795704853,0.411947147,1062.427732
577,success,0.565502124,0.658183753,1.829571057,38.35468251,8.143712209,17.78446967,0.734339213,0.813056381,0.272967326,1599.690902
578,success,0.602741128,0.779198078,1.725657912,39.49187703,13.06243928,23.19763434,0.602691586,0.857104485,0.229022152,1778.461755
579,success,0.73170169,0.755990734,1.441042682,37.09724883,10.58013819,15.09139142,0.307448142,0.847548948,0.155278621,2524.68689
580,success,0.98713777,0.467672797,1.6185057,38.36819503,6.170801189,24.11028088,0.783992402,0.761880844,0.456279594,1023.384292
581,success,0.583549817,0.552449207,1.762704107,39.06978104,11.94122735,19.26016533,0.79615886,0.782940772,0.306479434,1323.183431
582,success,0.516450684,0.356183977,1.001012203,49.86920839,10.87013318,22.29435013,0.790043236,0.730662102,0.271226684,996.6662992
583,success,0.650997024,0.65047053,1.459918658,49.98798161,12.50714351,22.28886763,0.513661832,0.868729407,0.223988408,1699.34812
584,success,0.874035901,0.507946823,1.907217446,39.89892313,7.128204778,23.85994425,0.831683449,0.780067139,0.438233642,1122.112198
585,success,0.886301471,0.71144984,1.367175569,36.94440975,11.41090464,22.1604666,0.416415294,0.8358295,0.229986847,1719.546127
586,success,0.744388947,0.627761555,1.820354746,39.99927511,14.64915211,17.44606651,0.626916541,0.835185156,0.321456478,1389.278517
587,success,0.959867875,0.603432954,1.873319266,42.48329361,5.629407027,15.88748915,0.623508732,0.839791275,0.408855116,1333.314755
588,success,0.850153668,0.698304258,1.517854343,41.23330857,9.035664141,21.39035262,0.489302679,0.85179434,0.265179097,1626.584597
589,success,0.643353395,0.573639393,1.395126417,43.01958284,5.911489993,22.81455926,0.717583254,0.806776188,0.286119943,1319.024337
590,success,0.781877904,0.511239216,1.61126842,42.40175569,6.407745507,20.92090102,0.765930737,0.791685734,0.380932129,1156.203195
591,success,0.721597372,0.574838458,1.535360019,51.08214777,10.8107721,20.88360541,0.611098775,0.854028096,0.299624348,1379.548788
592,success,0.626414826,0.508683811,1.687324496,44.28697733,9.092406473,24.02987787,0.845506303,0.784499883,0.331891764,1226.675548
593,success,0.82065613,0.367925825,1.689769218,43.43799892,13.60075853,19.00924829,0.809637121,0.751594537,0.452867153,963.3270995
594,success,0.675646395,0.389745481,1.852850222,37.42529907,8.010694374,16.67520312,0.876581715,0.695764082,0.393712288,1117.655826
595,success,0.629835507,0.461387019,1.361095919,36.87401842,5.146315347,17.09075727,0.77726132,0.724864147,0.316243556,1171.665475
596,success,0.548179116,0.487174228,1.436420792,48.69999402,14.82633565,20.79039619,0.756754791,0.806579938,0.284023753,1217.552141
597,success,0.683614637,0.465563052,1.426620775,45.28089273,8.721957585,24.41237424,0.801742606,0.777896743,0.343004308,1098.435511
598,success,0.592019937,0.633101203,1.495427876,49.94933464,12.21612354,19.20812892,0.5450739,0.863822381,0.224023905,1693.293151
599,success,0.823562072,0.680908399,1.674684559,51.97161131,12.2868988,17.03716835,0.393967493,0.887998712,0.233054174,1986.117098
600,success,0.690601553,0.453809224,1.670788066,54.32989986,8.43834613,22.54753128,0.824437283,0.813754661,0.380656089,1126.059503
601,success,0.690008316,0.399403817,1.371031339,43.74496345,6.972116199,21.274596,0.825055497,0.736329055,0.364457095,1025.359165
