sample_id,status,FAD_m3_h,FRP_m3_h,FVU_m3_h,TRP_s,TED_s,TPR_s,recovery,purity,productivity_mol_h_kg,energy_kJ_kgCO2
71,success,0.982237635,0.452262486,1.859311136,51.63726464,11.38019848,18.53898008,0.703709109,0.833193743,0.485343645,1075.851312
72,success,0.713174077,0.685534185,1.980061198,50.0996371,13.98473223,17.62605633,0.562044617,0.884658709,0.285678758,1694.279236
73,success,0.66758107,0.553150781,1.106026625,45.52417796,13.32923278,24.65723606,0.511499071,0.821036154,0.2186833,1413.649623
74,success,0.657853856,0.488101862,1.035359615,39.87429953,6.137490866,20.07532678,0.602635616,0.760404205,0.250826554,1230.205113
75,success,0.739043743,0.451931888,1.200300362,45.61053998,14.62530438,21.19838978,0.613872976,0.791412249,0.304953493,1114.13835
76,success,0.533478011,0.741048976,1.834021096,51.28764836,5.109444128,17.45628285,0.584631108,0.884857826,0.216432151,2137.395476
77,success,0.501344419,0.801269162,1.657177947,35.98923033,6.471758028,15.1465737,0.48134761,0.841359691,0.161637667,2524.454084
78,success,0.679101031,0.608644924,1.692603627,43.79857284,9.737282276,17.2352793,0.651447453,0.836663738,0.304116045,1430.9794
79,success,0.934952359,0.619105787,1.55387919,50.07516676,7.517449908,21.65657173,0.514753161,0.865338708,0.31783188,1471.700364
80,success,0.796061373,0.476808487,1.724807475,44.25009289,6.859620796,20.05113192,0.796173874,0.789299746,0.413669773,1117.934389
81,success,0.680176126,0.374266517,1.530726663,39.25327188,10.05228352,20.23358619,0.86193666,0.700969067,0.377746312,1012.50006
82,success,0.631850253,0.719040162,1.214598211,42.53502874,6.679649269,24.87591478,0.440700187,0.850092059,0.168083833,2005.009993
83,success,0.696353902,0.360017349,1.840154454,42.01871511,11.04988597,23.67576465,0.910232811,0.704129497,0.398300273,1044.034807
84,success,0.838933011,0.569938276,1.606544154,37.62783287,11.55510577,16.0121916,0.589358099,0.806886575,0.338955607,1294.317686
85,success,0.985520643,0.544630771,1.479447466,43.45567779,11.13646479,18.27397368,0.517013869,0.827103881,0.346904076,1300.953798
86,success,0.847510119,0.547683113,1.996292559,47.30268927,13.07921526,23.36035673,0.755456806,0.840532408,0.419520918,1183.220354
87,success,0.955769571,0.76839368,1.679959673,40.44090734,14.76360114,15.0569691,0.279429254,0.871026082,0.190686218,2474.421683
88,success,0.950400972,0.808213663,1.897545579,37.02989724,7.495661473,24.86585623,0.60108565,0.858360677,0.333107057,1548.192044
