basis_index,basis_label,target,coefficient_standardized,alpha,power_x1,power_x2,power_x3,power_x4,power_x5,power_x6,power_x7
82,x2*x6^2,purity_log_excess,0.0005408740207047974,1.0,0,1,0,0,0,2,0
82,x2*x6^2,recovery,0.010259002350998176,1e-06,0,1,0,0,0,2,0
82,x2*x6^2,productivity_mol_kg_h,0.002910048551900512,0.1,0,1,0,0,0,2,0
82,x2*x6^2,log_energy,-0.006313950146221165,1.0,0,1,0,0,0,2,0
83,x2*x6*x7,purity_log_excess,0.0014977875941390517,1.0,0,1,0,0,0,1,1
83,x2*x6*x7,recovery,0.010682154954566586,1e-06,0,1,0,0,0,1,1
83,x2*x6*x7,productivity_mol_kg_h,-0.00120188292631301,0.1,0,1,0,0,0,1,1
83,x2*x6*x7,log_energy,0.0033202847677785575,1.0,0,1,0,0,0,1,1
84,x2*x7^2,purity_log_excess,0.011848090329593568,1.0,0,1,0,0,0,0,2
84,x2*x7^2,recovery,-0.0008948498257483968,1e-06,0,1,0,0,0,0,2
84,x2*x7^2,productivity_mol_kg_h,-0.004150844020303049,0.1,0,1,0,0,0,0,2
84,x2*x7^2,log_energy,-0.0032453370764392894,1.0,0,1,0,0,0,0,2
85,x3^3,purity_log_excess,-0.22458825749153263,1.0,0,0,3,0,0,0,0
85,x3^3,recovery,0.009741862549905545,1e-06,0,0,3,0,0,0,0
85,x3^3,productivity_mol_kg_h,-0.0006661441224616013,0.1,0,0,3,0,0,0,0
85,x3^3,log_energy,-0.19053339078215825,1.0,0,0,3,0,0,0,0
86,x3^2*x4,purity_log_excess,-0.013395565677598033,1.0,0,0,2,1,0,0,0
86,x3^2*x4,recovery,0.016094945815523492,1e-06,0,0,2,1,0,0,0
86,x3^2*x4,productivity_mol_kg_h,-0.003180361993525744,0.1,0,0,2,1,0,0,0
86,x3^2*x4,log_energy,0.01744800654247023,1.0,0,0,2,1,0,0,0
87,x3^2*x5,purity_log_excess,-0.018416418172186984,1.0,0,0,2,0,1,0,0
87,x3^2*x5,recovery,0.0013598005569830298,1e-06,0,0,2,0,1,0,0
87,x3^2*x5,productivity_mol_kg_h,0.0005781851634894022,0.1,0,0,2,0,1,0,0
87,x3^2*x5,log_energy,0.0239218442293583,1.0,0,0,2,0,1,0,0
88,x3^2*x6,purity_log_excess,8.430464001892316e-06,1.0,0,0,2,0,0,1,0
88,x3^2*x6,recovery,-0.002799172344136277,1e-06,0,0,2,0,0,1,0
88,x3^2*x6,productivity_mol_kg_h,-0.0053286596169967075,0.1,0,0,2,0,0,1,0
88,x3^2*x6,log_energy,-0.006325054897021847,1.0,0,0,2,0,0,1,0
89,x3^2*x7,purity_log_excess,-0.016993613887610892,1.0,0,0,2,0,0,0,1
89,x3^2*x7,recovery,-0.0034562743000112724,1e-06,0,0,2,0,0,0,1
89,x3^2*x7,productivity_mol_kg_h,-0.0006659250278730896,0.1,0,0,2,0,0,0,1
89,x3^2*x7,log_energy,-0.013209935124354033,1.0,0,0,2,0,0,0,1
90,x3*x4^2,purity_log_excess,0.012193771537175086,1.0,0,0,1,2,0,0,0
90,x3*x4^2,recovery,-0.01465090862640506,1e-06,0,0,1,2,0,0,0
90,x3*x4^2,productivity_mol_kg_h,-0.00017604106616257928,0.1,0,0,1,2,0,0,0
90,x3*x4^2,log_energy,0.02984119299990773,1.0,0,0,1,2,0,0,0
91,x3*x4*x5,purity_log_excess,-0.0005092340087791931,1.0,0,0,1,1,1,0,0
91,x3*x4*x5,recovery,0.00012277533790167264,1e-06,0,0,1,1,1,0,0
91,x3*x4*x5,productivity_mol_kg_h,-0.0028061493505609834,0.1,0,0,1,1,1,0,0
91,x3*x4*x5,log_energy,-0.012093774924084618,1.0,0,0,1,1,1,0,0
92,x3*x4*x6,purity_log_excess,0.006012850202269589,1.0,0,0,1,1,0,1,0
92,x3*x4*x6,recovery,-0.007973627176316235,1e-06,0,0,1,1,0,1,0
92,x3*x4*x6,productivity_mol_kg_h,-0.007662019940305816,0.1,0,0,1,1,0,1,0
92,x3*x4*x6,log_energy,0.011602901382072582,1.0,0,0,1,1,0,1,0
93,x3*x4*x7,purity_log_excess,0.0062431823954538735,1.0,0,0,1,1,0,0,1
93,x3*x4*x7,recovery,-0.008808354132194567,1e-06,0,0,1,1,0,0,1
93,x3*x4*x7,productivity_mol_kg_h,-0.0037676285272589447,0.1,0,0,1,1,0,0,1
93,x3*x4*x7,log_energy,0.00705388094238795,1.0,0,0,1,1,0,0,1
94,x3*x5^2,purity_log_excess,-0.007591114318018539,1.0,0,0,1,0,2,0,0
94,x3*x5^2,recovery,-8.723868001578592e-05,1e-06,0,0,1,0,2,0,0
94,x3*x5^2,productivity_mol_kg_h,0.0019298374566525582,0.1,0,0,1,0,2,0,0
94,x3*x5^2,log_energy,0.009241013968040376,1.0,0,0,1,0,2,0,0
95,x3*x5*x6,purity_log_excess,-0.0020503670577703232,1.0,0,0,1,0,1,1,0
95,x3*x5*x6,recovery,0.0070238395121745905,1e-06,0,0,1,0,1,1,0
95,x3*x5*x6,productivity_mol_kg_h,0.0018580981212903492,0.1,0,0,1,0,1,1,0
95,x3*x5*x6,log_energy,0.009879974099656503,1.0,0,0,1,0,1,1,0
96,x3*x5*x7,purity_log_excess,0.006352254338392994,1.0,0,0,1,0,1,0,1
96,x3*x5*x7,recovery,-0.001025150864584783,1e-06,0,0,1,0,1,0,1
96,x3*x5*x7,productivity_mol_kg_h,-0.0007561944381081504,0.1,0,0,1,0,1,0,1
96,x3*x5*x7,log_energy,0.009958800939273236,1.0,0,0,1,0,1,0,1
97,x3*x6^2,purity_log_excess,0.0014720591643300096,1.0,0,0,1,0,0,2,0
97,x3*x6^2,recovery,0.006989814505606425,1e-06,0,0,1,0,0,2,0
97,x3*x6^2,productivity_mol_kg_h,-0.0007139279233158033,0.1,0,0,1,0,0,2,0
97,x3*x6^2,log_energy,-0.006520909758898766,1.0,0,0,1,0,0,2,0
98,x3*x6*x7,purity_log_excess,0.009309005886316186,1.0,0,0,1,0,0,1,1
98,x3*x6*x7,recovery,0.006241238541685795,1e-06,0,0,1,0,0,1,1
98,x3*x6*x7,productivity_mol_kg_h,0.003135903437536394,0.1,0,0,1,0,0,1,1
98,x3*x6*x7,log_energy,-0.010178146488020394,1.0,0,0,1,0,0,1,1
99,x3*x7^2,purity_log_excess,-0.019361856645129755,1.0,0,0,1,0,0,0,2
99,x3*x7^2,recovery,0.000206179298588505,1e-06,0,0,1,0,0,0,2
99,x3*x7^2,productivity_mol_kg_h,0.004340049209304664,0.1,0,0,1,0,0,0,2
99,x3*x7^2,log_energy,0.0030127261976625004,1.0,0,0,1,0,0,0,2
100,x4^3,purity_log_excess,-0.02520873601522841,1.0,0,0,0,3,0,0,0
100,x4^3,recovery,-0.022815435012074285,1e-06,0,0,0,3,0,0,0
100,x4^3,productivity_mol_kg_h,0.0023593675673403034,0.1,0,0,0,3,0,0,0
100,x4^3,log_energy,0.04222669992685723,1.0,0,0,0,3,0,0,0
101,x4^2*x5,purity_log_excess,0.0021263740253350074,1.0,0,0,0,2,1,0,0
101,x4^2*x5,recovery,-0.0011156465559930137,1e-06,0,0,0,2,1,0,0
101,x4^2*x5,productivity_mol_kg_h,0.0003219015349118396,0.1,0,0,0,2,1,0,0
101,x4^2*x5,log_energy,0.010796607791243053,1.0,0,0,0,2,1,0,0
102,x4^2*x6,purity_log_excess,-0.0031041766135918524,1.0,0,0,0,2,0,1,0
102,x4^2*x6,recovery,-0.007939179654898487,1e-06,0,0,0,2,0,1,0
102,x4^2*x6,productivity_mol_kg_h,0.00011473249222758856,0.1,0,0,0,2,0,1,0
102,x4^2*x6,log_energy,-0.002902946909559795,1.0,0,0,0,2,0,1,0
103,x4^2*x7,purity_log_excess,-0.004837242447080159,1.0,0,0,0,2,0,0,1
103,x4^2*x7,recovery,-0.008141674562031988,1e-06,0,0,0,2,0,0,1
103,x4^2*x7,productivity_mol_kg_h,-0.00035441296132718834,0.1,0,0,0,2,0,0,1
103,x4^2*x7,log_energy,0.0029372982493995684,1.0,0,0,0,2,0,0,1
104,x4*x5^2,purity_log_excess,0.00375680775055876,1.0,0,0,0,1,2,0,0
104,x4*x5^2,recovery,0.0043444361263008215,1e-06,0,0,0,1,2,0,0
104,x4*x5^2,productivity_mol_kg_h,-0.0017087325843767166,0.1,0,0,0,1,2,0,0
104,x4*x5^2,log_energy,0.010220609741292552,1.0,0,0,0,1,2,0,0
105,x4*x5*x6,purity_log_excess,0.003910155065489927,1.0,0,0,0,1,1,1,0
105,x4*x5*x6,recovery,-0.008939527536602113,1e-06,0,0,0,1,1,1,0
105,x4*x5*x6,productivity_mol_kg_h,-0.0011942215129514457,0.1,0,0,0,1,1,1,0
105,x4*x5*x6,log_energy,0.00017212518679053632,1.0,0,0,0,1,1,1,0
106,x4*x5*x7,purity_log_excess,-0.003448411913748523,1.0,0,0,0,1,1,0,1
106,x4*x5*x7,recovery,0.0021718511641543622,1e-06,0,0,0,1,1,0,1
106,x4*x5*x7,productivity_mol_kg_h,-0.0010568320814810705,0.1,0,0,0,1,1,0,1
106,x4*x5*x7,log_energy,-0.003036959736719887,1.0,0,0,0,1,1,0,1
107,x4*x6^2,purity_log_excess,0.010020904017195931,1.0,0,0,0,1,0,2,0
107,x4*x6^2,recovery,0.011036533324239447,1e-06,0,0,0,1,0,2,0
107,x4*x6^2,productivity_mol_kg_h,-0.000836439228400874,0.1,0,0,0,1,0,2,0
107,x4*x6^2,log_energy,-0.003984559936804054,1.0,0,0,0,1,0,2,0
108,x4*x6*x7,purity_log_excess,0.010372898255424614,1.0,0,0,0,1,0,1,1
108,x4*x6*x7,recovery,0.0032620859044612876,1e-06,0,0,0,1,0,1,1
108,x4*x6*x7,productivity_mol_kg_h,0.0007882485570488923,0.1,0,0,0,1,0,1,1
108,x4*x6*x7,log_energy,0.005300913436718091,1.0,0,0,0,1,0,1,1
109,x4*x7^2,purity_log_excess,0.008244732105446727,1.0,0,0,0,1,0,0,2
109,x4*x7^2,recovery,0.0024635336964146347,1e-06,0,0,0,1,0,0,2
109,x4*x7^2,productivity_mol_kg_h,0.0028440920963031403,0.1,0,0,0,1,0,0,2
109,x4*x7^2,log_energy,-0.002157314075595488,1.0,0,0,0,1,0,0,2
110,x5^3,purity_log_excess,0.009053104852786539,1.0,0,0,0,0,3,0,0
110,x5^3,recovery,0.008341831658764882,1e-06,0,0,0,0,3,0,0
110,x5^3,productivity_mol_kg_h,0.0029428737554280647,0.1,0,0,0,0,3,0,0
110,x5^3,log_energy,-0.010165037103162286,1.0,0,0,0,0,3,0,0
111,x5^2*x6,purity_log_excess,0.0012876469697379299,1.0,0,0,0,0,2,1,0
111,x5^2*x6,recovery,-0.0011740458355457102,1e-06,0,0,0,0,2,1,0
111,x5^2*x6,productivity_mol_kg_h,0.0034341485832856257,0.1,0,0,0,0,2,1,0
111,x5^2*x6,log_energy,0.011983905070217361,1.0,0,0,0,0,2,1,0
112,x5^2*x7,purity_log_excess,0.0029889341234194955,1.0,0,0,0,0,2,0,1
112,x5^2*x7,recovery,0.004949930102345486,1e-06,0,0,0,0,2,0,1
112,x5^2*x7,productivity_mol_kg_h,0.002011892143395101,0.1,0,0,0,0,2,0,1
112,x5^2*x7,log_energy,-0.006039016010450203,1.0,0,0,0,0,2,0,1
113,x5*x6^2,purity_log_excess,0.007121637316467042,1.0,0,0,0,0,1,2,0
113,x5*x6^2,recovery,0.009527805516872902,1e-06,0,0,0,0,1,2,0
113,x5*x6^2,productivity_mol_kg_h,0.003361820169423972,0.1,0,0,0,0,1,2,0
113,x5*x6^2,log_energy,0.00028823386267290554,1.0,0,0,0,0,1,2,0
114,x5*x6*x7,purity_log_excess,-0.00565854582428323,1.0,0,0,0,0,1,1,1
114,x5*x6*x7,recovery,-0.003006378974054869,1e-06,0,0,0,0,1,1,1
114,x5*x6*x7,productivity_mol_kg_h,0.000961559054205989,0.1,0,0,0,0,1,1,1
114,x5*x6*x7,log_energy,-0.0052827254532072584,1.0,0,0,0,0,1,1,1
115,x5*x7^2,purity_log_excess,-0.007664769046251409,1.0,0,0,0,0,1,0,2
115,x5*x7^2,recovery,0.001310050992410509,1e-06,0,0,0,0,1,0,2
115,x5*x7^2,productivity_mol_kg_h,0.0007796440420437856,0.1,0,0,0,0,1,0,2
115,x5*x7^2,log_energy,-0.01885374719109323,1.0,0,0,0,0,1,0,2
116,x6^3,purity_log_excess,-0.0064214369960657845,1.0,0,0,0,0,0,3,0
116,x6^3,recovery,-0.002438522710318084,1e-06,0,0,0,0,0,3,0
116,x6^3,productivity_mol_kg_h,0.0024706929988935694,0.1,0,0,0,0,0,3,0
116,x6^3,log_energy,-0.003046366105883545,1.0,0,0,0,0,0,3,0
117,x6^2*x7,purity_log_excess,-0.009685165993008069,1.0,0,0,0,0,0,2,1
117,x6^2*x7,recovery,0.01063129901414004,1e-06,0,0,0,0,0,2,1
117,x6^2*x7,productivity_mol_kg_h,0.0062952148808697985,0.1,0,0,0,0,0,2,1
117,x6^2*x7,log_energy,-0.020880622014634927,1.0,0,0,0,0,0,2,1
118,x6*x7^2,purity_log_excess,0.00019081357375822424,1.0,0,0,0,0,0,1,2
118,x6*x7^2,recovery,-0.0007958525411099682,1e-06,0,0,0,0,0,1,2
118,x6*x7^2,productivity_mol_kg_h,0.004615679055696139,0.1,0,0,0,0,0,1,2
118,x6*x7^2,log_energy,-0.008037594367145216,1.0,0,0,0,0,0,1,2
119,x7^3,purity_log_excess,0.0023379287720186165,1.0,0,0,0,0,0,0,3
119,x7^3,recovery,0.004833310278750481,1e-06,0,0,0,0,0,0,3
119,x7^3,productivity_mol_kg_h,0.00014005252699484462,0.1,0,0,0,0,0,0,3
119,x7^3,log_energy,0.006018936105912272,1.0,0,0,0,0,0,0,3
