candidate_id,problem,x1,x2,x3,x4,x5,x6,x7,pred_purity,pred_recovery,pred_productivity_mol_kg_h,pred_energy_kWh_ton,pred_log_energy
PE_010,productivity_energy,384248.2893114423,10.028523742367938,0.999995101253131,0.8828183284980299,99999.27672933027,0.002026158391349066,99.1201790543219,0.15043701560200196,0.9999999999999,43.640109810443775,141.11795577221798,2.1495822766647588
PE_011,productivity_energy,418223.05858100683,10.019989704363056,0.9999986804017869,0.9055420351744428,99999.85375264526,0.0009129446508131894,94.96603454999232,0.1504067151905201,0.9999999999999,49.32634418307951,158.63199942075627,2.2003907981775996
PE_012,productivity_energy,486316.5460674212,10.0498205942476,0.9999106577295864,0.8596381780400361,99999.50264327602,0.093616112692638,99.99390162682946,0.15036365104798066,0.9999999999999,55.089051174097996,175.06537413376614,2.2432002562508337
PE_013,productivity_energy,513622.2200888427,10.212404927543158,0.9999986522035712,0.9019659557782156,99999.56690855778,0.0017686741713672865,95.0863227332852,0.1503310588223338,0.9999999999999,61.54588628745201,189.59621396707527,2.277829660693902
PE_014,productivity_energy,606205.3699447643,10.05887235374225,0.999994078729052,0.839887967369071,99998.68674351109,5.554351954730667e-06,99.50880417896266,0.15028924555976295,0.9999999999999,68.32681530146,202.07467727927235,2.3055118938868047
PE_015,productivity_energy,657705.3958976018,10.04711018916977,0.9999976362237768,0.8605498021145636,98791.14189805345,0.0010899085314263572,97.23252357579487,0.15025081163357093,0.9999999999999,76.48342551112145,214.75545449510938,2.3319442031297966
PE_016,productivity_energy,722976.8166732816,10.039157568822644,0.999999507488438,0.8655456488763522,99999.57468372067,0.050856576976681625,99.98168399292632,0.1502034328873043,0.9999999999999,84.98443244093755,222.8682088713597,2.348048122780699
PE_017,productivity_energy,773465.4728660355,10.097035920942396,0.9999103003479153,0.8760490661916192,99999.35209912593,0.0010533038223077501,98.5375079659206,0.15018132638744283,0.9999999999999,92.47506124701167,231.41083451186307,2.364383688490248
PE_018,productivity_energy,814037.7420072808,10.001969644191062,0.9999964399985027,0.9092425794718975,99998.45965019379,0.1280976527732014,94.91720605075675,0.15016358602222063,0.9999999999999,101.51952570708032,243.18910940630246,2.3859441222838793
PE_019,productivity_energy,868948.5553265497,10.050051812095612,0.999999088933945,0.9068421465667734,99998.47919956346,0.002504976930500943,87.66394779655974,0.15016863249306553,0.9999999999999,108.83920160778021,254.6903223973697,2.4060124431604355
PE_020,productivity_energy,877833.0364633118,10.015730405909926,0.9999995304620749,0.9529403116285079,99999.80486746637,0.0003952888436768959,92.45839417852487,0.15013506107105123,0.9999999999999,115.449603021458,266.07820061177324,2.425009294912801
